Index,Concept,Question,Answer,Photo,photo_path
151.0,Deir_el-Medina,Is this place invaluable?,"Yes, invaluable.",,/downloaded_images/img_1572.jpg
152.0,Egyptian_National_Military_Museum,What is this a museum of?,Egyptian Military,,/downloaded_images/img_1587.jpg
152.0,Egyptian_National_Military_Museum,Where is this museum located?,Cairo Citadel,,/downloaded_images/img_1588.jpg
152.0,Egyptian_National_Military_Museum,What citadel houses it?,Cairo Citadel,,/downloaded_images/img_1587.jpg
152.0,Egyptian_National_Military_Museum,What era does it cover?,Ancient to Modern,,/downloaded_images/img_1588.jpg
152.0,Egyptian_National_Military_Museum,What items are exhibited?,"Weapons, Uniforms.",,/downloaded_images/img_1587.jpg
152.0,Egyptian_National_Military_Museum,Are there military vehicle models?,"Yes, models.",,/downloaded_images/img_1588.jpg
152.0,Egyptian_National_Military_Museum,Are there battle recreations?,Dioramas of battles,,/downloaded_images/img_1587.jpg
152.0,Egyptian_National_Military_Museum,What kind of documents are there?,Historical documents.,,/downloaded_images/img_1588.jpg
152.0,Egyptian_National_Military_Museum,Whose belongings are shown?,Military figures.,,/downloaded_images/img_1587.jpg
152.0,Egyptian_National_Military_Museum,Are there Islamic conquest exhibits?,"Yes, there are.",,/downloaded_images/img_1588.jpg
152.0,Egyptian_National_Military_Museum,What dynasty is represented?,Muhammad Ali,,/downloaded_images/img_1587.jpg
152.0,Egyptian_National_Military_Museum,Is the museum popular?,"Yes, popular.",,/downloaded_images/img_1588.jpg
152.0,Egyptian_National_Military_Museum,What is its regional significance?,Middle East,,/downloaded_images/img_1587.jpg
152.0,Egyptian_National_Military_Museum,Does it have ancient artifacts?,"Yes, weapons.",,/downloaded_images/img_1588.jpg
152.0,Egyptian_National_Military_Museum,Who was Muhammad Ali?,Dynasty reformer,,/downloaded_images/img_1587.jpg
152.0,Egyptian_National_Military_Museum,What army is showcased?,Egyptian military,,/downloaded_images/img_1588.jpg
152.0,Egyptian_National_Military_Museum,Does it cover recent conflicts?,"Yes, covers.",,/downloaded_images/img_1587.jpg
152.0,Egyptian_National_Military_Museum,Is there a website?,"Possibly, check.",,/downloaded_images/img_1588.jpg
152.0,Egyptian_National_Military_Museum,Is this in Cairo?,"Yes, Cairo",,/downloaded_images/img_1587.jpg
153.0,Madrasah_of_Al-Nasir_Muhammad,Where is this madrasa located?,"Cairo, Egypt",,/downloaded_images/img_1589.JPG
153.0,Madrasah_of_Al-Nasir_Muhammad,Who built this madrasa?,Al-Nasir Muhammad,,/downloaded_images/img_1590.JPG
153.0,Madrasah_of_Al-Nasir_Muhammad,When was it completed?,1304 CE,,/downloaded_images/img_1591.JPG
153.0,Madrasah_of_Al-Nasir_Muhammad,What type of school was it?,Islamic school.,,/downloaded_images/img_1592.JPG
153.0,Madrasah_of_Al-Nasir_Muhammad,How many minarets did it have originally?,Two minarets.,,/downloaded_images/img_1593.JPG
153.0,Madrasah_of_Al-Nasir_Muhammad,What architectural style is it?,Mamluk architecture,,/downloaded_images/img_1594.JPG
153.0,Madrasah_of_Al-Nasir_Muhammad,Who is buried here?,Al-Nasir Muhammad,,/downloaded_images/img_1595.JPG
153.0,Madrasah_of_Al-Nasir_Muhammad,What century was it built in?,14th Century,,/downloaded_images/img_1596.JPG
153.0,Madrasah_of_Al-Nasir_Muhammad,Which city is this in?,"Cairo, Egypt",,/downloaded_images/img_1597.JPG
153.0,Madrasah_of_Al-Nasir_Muhammad,What is this building's purpose?,Islamic school,,/downloaded_images/img_1598.JPG
153.0,Madrasah_of_Al-Nasir_Muhammad,What type of ruler was Al-Nasir?,Mamluk Sultan,,/downloaded_images/img_1599.jpg
153.0,Madrasah_of_Al-Nasir_Muhammad,What street is it on?,Al-Muizz street,,/downloaded_images/img_1600.JPG
153.0,Madrasah_of_Al-Nasir_Muhammad,Is it near the Barquq complex?,"Yes, between them.",,/downloaded_images/img_1601.JPG
153.0,Madrasah_of_Al-Nasir_Muhammad,Is it Mamluk architecture?,"Yes, Mamluk.",,/downloaded_images/img_1602.JPG
153.0,Madrasah_of_Al-Nasir_Muhammad,Does the design have Syrian influences?,"Yes, Syrian influences.",,/downloaded_images/img_1603.JPG
154.0,Al-Manyal_Palace_Museum,What island is it on?,Rhoda Island,,/downloaded_images/img_1678.jpg
154.0,Al-Manyal_Palace_Museum,Who commissioned it?,Prince Muhammad Ali,,/downloaded_images/img_1679.JPG
154.0,Al-Manyal_Palace_Museum,What year did construction end?,1929,,/downloaded_images/img_1680.jpg
154.0,Al-Manyal_Palace_Museum,Is it a museum now?,"Yes, it is.",,/downloaded_images/img_1681.jpg
154.0,Al-Manyal_Palace_Museum,What is in the complex?,Separate structures.,,/downloaded_images/img_1682.JPG
154.0,Al-Manyal_Palace_Museum,What style is the mosque?,Ottoman influences,,/downloaded_images/img_1683.jpg
154.0,Al-Manyal_Palace_Museum,What is on display?,Diverse collections,,/downloaded_images/img_1684.jpg
154.0,Al-Manyal_Palace_Museum,Where is this located?,Rhoda Island.,,/downloaded_images/img_1685.jpg
154.0,Al-Manyal_Palace_Museum,What are they renovating?,Historical integrity,,/downloaded_images/img_1686.JPG
154.0,Al-Manyal_Palace_Museum,What is housed there?,Diverse collections.,,/downloaded_images/img_1687.jpg
154.0,Al-Manyal_Palace_Museum,Is it a single building?,"No, complex.",,/downloaded_images/img_1688.jpg
154.0,Al-Manyal_Palace_Museum,What influenced design?,Islamic Styles,,/downloaded_images/img_1689.jpg
154.0,Al-Manyal_Palace_Museum,What does it showcase?,Islamic art.,,/downloaded_images/img_1690.png
154.0,Al-Manyal_Palace_Museum,Who lived there?,Prince Muhammad Ali,,/downloaded_images/img_1691.jpg
154.0,Al-Manyal_Palace_Museum,What is its purpose?,Showcase Islamic art.,,/downloaded_images/img_1692.jpg
154.0,Al-Manyal_Palace_Museum,What century palace?,20th Century,,/downloaded_images/img_1693.jpg
154.0,Al-Manyal_Palace_Museum,What is nearby?,Rhoda Island,,/downloaded_images/img_1694.JPG
154.0,Al-Manyal_Palace_Museum,Is it easily accessible?,"Yes, easily.",,/downloaded_images/img_1695.jpg
154.0,Al-Manyal_Palace_Museum,What type of textiles?,Royal artifacts.,,/downloaded_images/img_1696.jpg
154.0,Al-Manyal_Palace_Museum,Is it open daily?,Information not provided.,,/downloaded_images/img_1697.jpg
155.0,Monastery_of_Saint_Samuel_the_Confessor,What is this a picture of?,Coptic Orthodox Monastery,,/downloaded_images/img_1736.JPG
155.0,Monastery_of_Saint_Samuel_the_Confessor,Where is this monastery located?,"Western Desert, Egypt",,/downloaded_images/img_1737.jpg
155.0,Monastery_of_Saint_Samuel_the_Confessor,Who founded this monastery?,Saint Samuel,,/downloaded_images/img_1738.jpg
155.0,Monastery_of_Saint_Samuel_the_Confessor,When was it founded?,4th century,,/downloaded_images/img_1736.JPG
155.0,Monastery_of_Saint_Samuel_the_Confessor,What religion is practiced here?,Coptic Orthodox,,/downloaded_images/img_1737.jpg
155.0,Monastery_of_Saint_Samuel_the_Confessor,Is the monastery still active?,"Yes, active",,/downloaded_images/img_1738.jpg
155.0,Monastery_of_Saint_Samuel_the_Confessor,What surrounds the buildings?,A wall.,,/downloaded_images/img_1736.JPG
155.0,Monastery_of_Saint_Samuel_the_Confessor,What is inside the church?,Religious icons,,/downloaded_images/img_1737.jpg
155.0,Monastery_of_Saint_Samuel_the_Confessor,What is the monastery's patron saint?,Mar Samuel,,/downloaded_images/img_1738.jpg
155.0,Monastery_of_Saint_Samuel_the_Confessor,What oasis is it near?,Al Faiyum,,/downloaded_images/img_1736.JPG
155.0,Monastery_of_Saint_Samuel_the_Confessor,What is another name for this monastery?,Deir Mar Samuel,,/downloaded_images/img_1737.jpg
155.0,Monastery_of_Saint_Samuel_the_Confessor,What century was it founded in?,4th century,,/downloaded_images/img_1738.jpg
155.0,Monastery_of_Saint_Samuel_the_Confessor,Is it in the Eastern or Western Desert?,Western Desert,,/downloaded_images/img_1736.JPG
155.0,Monastery_of_Saint_Samuel_the_Confessor,Is it near Al-Qalamun?,"Yes, Fayoum.",,/downloaded_images/img_1737.jpg
155.0,Monastery_of_Saint_Samuel_the_Confessor,Is it a place of pilgrimage?,"Yes, pilgrimage",,/downloaded_images/img_1738.jpg
155.0,Monastery_of_Saint_Samuel_the_Confessor,Is it undergoing restoration?,"Yes, continues.",,/downloaded_images/img_1736.JPG
155.0,Monastery_of_Saint_Samuel_the_Confessor,Is security a concern?,"Yes, security concerns.",,/downloaded_images/img_1737.jpg
155.0,Monastery_of_Saint_Samuel_the_Confessor,What church is affiliated?,Coptic Orthodox,,/downloaded_images/img_1738.jpg
155.0,Monastery_of_Saint_Samuel_the_Confessor,Is it very old?,"Yes, 4th Century",,/downloaded_images/img_1736.JPG
155.0,Monastery_of_Saint_Samuel_the_Confessor,Was Samuel an Egyptian monk?,"Yes, Egyptian monk.",,/downloaded_images/img_1737.jpg
156.0,Meidum,What is the site called?,Meidum pyramid,,/downloaded_images/img_1739.jpg
156.0,Meidum,Where is this pyramid?,Lower Egypt,,/downloaded_images/img_1740.jpg
156.0,Meidum,Who started the pyramid?,"Huni, Sneferu",,/downloaded_images/img_1741.jpg
156.0,Meidum,Which dynasty was Huni from?,Third Dynasty,,/downloaded_images/img_1739.jpg
156.0,Meidum,Who finished the pyramid?,Sneferu (or attempted),,/downloaded_images/img_1740.jpg
156.0,Meidum,What type of pyramid is it?,Collapsed pyramid.,,/downloaded_images/img_1741.jpg
156.0,Meidum,Why does it look unusual?,Structural collapse.,,/downloaded_images/img_1739.jpg
156.0,Meidum,What caused the collapse?,Cause is debated.,,/downloaded_images/img_1740.jpg
156.0,Meidum,When did the collapse occur?,After abandonment.,,/downloaded_images/img_1741.jpg
156.0,Meidum,What is found at the site?,Pyramid and tombs,,/downloaded_images/img_1739.jpg
156.0,Meidum,"What are ""Meidum Geese""?",Painted relief.,,/downloaded_images/img_1740.jpg
156.0,Meidum,What kingdom is it from?,Old Kingdom,,/downloaded_images/img_1741.jpg
156.0,Meidum,What did they build?,Pyramid,,/downloaded_images/img_1739.jpg
156.0,Meidum,What happened to it?,Collapsed Pyramid,,/downloaded_images/img_1740.jpg
156.0,Meidum,What does it showcase?,Early Pyramid attempt,,/downloaded_images/img_1741.jpg
156.0,Meidum,Where is it located?,Lower Egypt.,,/downloaded_images/img_1739.jpg
156.0,Meidum,What river is nearby?,Nile River,,/downloaded_images/img_1740.jpg
156.0,Meidum,What pharaoh completed it?,Sneferu.,,/downloaded_images/img_1741.jpg
156.0,Meidum,Is the causeway preserved?,Poorly preserved.,,/downloaded_images/img_1739.jpg
156.0,Meidum,Where are the Mastabas?,Nearby.,,/downloaded_images/img_1740.jpg
157.0,Abu_el-Abbas_el-Mursi_Mosque,Where is this located?,"Alexandria, Egypt",,/downloaded_images/img_1742.jpg
157.0,Abu_el-Abbas_el-Mursi_Mosque,City of this mosque?,"Alexandria, Egypt",,/downloaded_images/img_1743.JPG
157.0,Abu_el-Abbas_el-Mursi_Mosque,What kind of building is this?,"Mosque, landmark",,/downloaded_images/img_1744.JPG
157.0,Abu_el-Abbas_el-Mursi_Mosque,How many domes are visible?,Four domes,,/downloaded_images/img_1745.JPG
157.0,Abu_el-Abbas_el-Mursi_Mosque,Who is buried here?,Sufi Saint,,/downloaded_images/img_1746.jpg
157.0,Abu_el-Abbas_el-Mursi_Mosque,What century did he live in?,13th century,,/downloaded_images/img_1747.jpg
157.0,Abu_el-Abbas_el-Mursi_Mosque,Is it a pilgrimage site?,"Yes, significant.",,/downloaded_images/img_1748.jpg
157.0,Abu_el-Abbas_el-Mursi_Mosque,Is this in Egypt?,"Yes, Alexandria",,/downloaded_images/img_1749.JPG
157.0,Abu_el-Abbas_el-Mursi_Mosque,What faith practices here?,Islam,,/downloaded_images/img_1750.jpg
157.0,Abu_el-Abbas_el-Mursi_Mosque,Can tourists visit?,"Generally, Yes.",,/downloaded_images/img_1751.jpg
157.0,Abu_el-Abbas_el-Mursi_Mosque,What kind of patterns are present?,"Geometric, Calligraphy",,/downloaded_images/img_1752.JPG
157.0,Abu_el-Abbas_el-Mursi_Mosque,Does it have a minaret?,"Yes, high.",,/downloaded_images/img_1753.jpg
157.0,Abu_el-Abbas_el-Mursi_Mosque,Is it near a citadel?,Near Qaitbay.,,/downloaded_images/img_1754.jpg
157.0,Abu_el-Abbas_el-Mursi_Mosque,Is it a large mosque?,"Yes, large mosque.",,/downloaded_images/img_1755.jpg
157.0,Abu_el-Abbas_el-Mursi_Mosque,Is head covering needed?,"Yes, women.",,/downloaded_images/img_1756.JPG
158.0,Theban_Necropolis,Where is the Necropolis located?,West Bank,,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,Which river is nearby?,Nile River,,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,What kingdom is prominent?,New Kingdom,,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,What is KV?,Valley of Kings,,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,Tutankhamun's tomb location?,Valley of Kings,,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,What's in Valley of Queens?,"Royal wives, princes",,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,Who was Nefertari's husband?,Ramses II,,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,What are mortuary temples for?,Worship deceased pharaohs.,,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,What is at Deir el-Bahri?,Hatshepsut's Temple,,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,Ramses II's temple name?,Ramesseum,,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,Who lived in Deir el-Medina?,Artisans and workers,,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,What do tombs reveal?,Afterlife beliefs.,,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,What does it tell us about beliefs?,"Afterlife, death.",,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,Is it a heritage site?,"Yes, UNESCO.",,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,Where is Luxor?,Modern-day Thebes,,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,What's found in el-Assasif?,"Tombs, structures",,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,What is Ramses III's temple?,Medinet Habu,,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,Who are in tombs of nobles?,High-ranking officials,,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,What is being mapped?,Valley of Kings,,/downloaded_images/img_1760.jpg
158.0,Theban_Necropolis,What is on the west?,Nile River,,/downloaded_images/img_1760.jpg
159.0,Citadel_of_Qaitbay,What century is the citadel from?,15th century,,/downloaded_images/img_1761.jpg
159.0,Citadel_of_Qaitbay,What type of structure is this?,Defensive fortress.,,/downloaded_images/img_1762.jpg
159.0,Citadel_of_Qaitbay,Who commissioned the citadel?,Sultan Qaitbay,,/downloaded_images/img_1763.jpg
159.0,Citadel_of_Qaitbay,What sultan ordered its construction?,Qaitbay/Qa'it Bay,,/downloaded_images/img_1764.jpg
159.0,Citadel_of_Qaitbay,Where is this citadel located?,"Alexandria, Egypt",,/downloaded_images/img_1765.jpg
159.0,Citadel_of_Qaitbay,What wonder stood here before?,Lighthouse Alexandria,,/downloaded_images/img_1766.jpg
159.0,Citadel_of_Qaitbay,What is it a landmark of?,Cultural history.,,/downloaded_images/img_1767.jpg
159.0,Citadel_of_Qaitbay,What threatens did it defend against?,Ottoman threats.,,/downloaded_images/img_1768.jpg
159.0,Citadel_of_Qaitbay,What architecture style is this?,Mamluk military.,,/downloaded_images/img_1769.jpg
159.0,Citadel_of_Qaitbay,What is it now used as?,Maritime museum.,,/downloaded_images/img_1770.jpg
159.0,Citadel_of_Qaitbay,From what was it built?,Lighthouse ruins,,/downloaded_images/img_1771.jpg
159.0,Citadel_of_Qaitbay,What is its purpose today?,Maritime Museum,,/downloaded_images/img_1772.jpg
159.0,Citadel_of_Qaitbay,What shape is the structure?,Square structure,,/downloaded_images/img_1773.jpg
159.0,Citadel_of_Qaitbay,Who was Qaitbay?,Mamluk ruler.,,/downloaded_images/img_1774.jpg
159.0,Citadel_of_Qaitbay,What history does it showcase?,Mamluk and Egyptian,,/downloaded_images/img_1775.jpg
160.0,Nabq_Protected_Area,What is located northeast of Sharm el-Sheikh?,Nabq Protected Area,,/downloaded_images/img_1787.JPG
160.0,Nabq_Protected_Area,What type of forests are found here?,Mangrove forests,,/downloaded_images/img_1788.jpg
160.0,Nabq_Protected_Area,What covers the offshore area?,Coral Reefs,,/downloaded_images/img_1789.JPG
160.0,Nabq_Protected_Area,Is this area culturally significant?,"Yes, Bedouin.",,/downloaded_images/img_1790.JPG
160.0,Nabq_Protected_Area,What activity is popular here?,"Snorkeling, diving.",,/downloaded_images/img_1791.JPG
160.0,Nabq_Protected_Area,Are conservation efforts happening here?,"Yes, ongoing.",,/downloaded_images/img_1792.JPG
160.0,Nabq_Protected_Area,What kind of trees are present?,"Acacia, Mangrove",,/downloaded_images/img_1793.jpg
160.0,Nabq_Protected_Area,Are there salt marshes here?,"Yes, salt marshes.",,/downloaded_images/img_1794.jpg
160.0,Nabq_Protected_Area,What threatens the area?,Unsustainable Tourism,,/downloaded_images/img_1795.jpg
160.0,Nabq_Protected_Area,What peninsula is this in?,Sinai Peninsula,,/downloaded_images/img_1796.jpg
160.0,Nabq_Protected_Area,Are gazelles found here?,"Yes, gazelles.",,/downloaded_images/img_1797.jpg
160.0,Nabq_Protected_Area,What sea is nearby?,Gulf of Aqaba,,/downloaded_images/img_1798.JPG
160.0,Nabq_Protected_Area,What provides habitat for marine life?,Coral Reefs,,/downloaded_images/img_1799.jpg
160.0,Nabq_Protected_Area,Is overfishing a threat?,"Yes, a threat.",,/downloaded_images/img_1800.jpg
160.0,Nabq_Protected_Area,Is bird watching possible?,"Yes, possible.",,/downloaded_images/img_1801.jpg
160.0,Nabq_Protected_Area,Is this a tourist destination?,"Yes, popular.",,/downloaded_images/img_1802.JPG
161.0,Mosque_of_al-Mahmudiya,What city is this in?,"Jaffa, Palestine",,/downloaded_images/img_1823.jpg
161.0,Mosque_of_al-Mahmudiya,What architectural style is this?,Ottoman style,,/downloaded_images/img_1824.jpg
161.0,Mosque_of_al-Mahmudiya,Who renovated this mosque?,Muhammad Abu-Nabbut,,/downloaded_images/img_1825.jpg
161.0,Mosque_of_al-Mahmudiya,What is the building's purpose?,Active Mosque,,/downloaded_images/img_1823.jpg
161.0,Mosque_of_al-Mahmudiya,Is the mosque still active?,"Yes, remains active.",,/downloaded_images/img_1824.jpg
161.0,Mosque_of_al-Mahmudiya,What century was it renovated?,19th Century,,/downloaded_images/img_1825.jpg
161.0,Mosque_of_al-Mahmudiya,Does it have a minaret?,"Yes, prominent.",,/downloaded_images/img_1823.jpg
161.0,Mosque_of_al-Mahmudiya,What is the building made of?,Stone carvings,,/downloaded_images/img_1824.jpg
161.0,Mosque_of_al-Mahmudiya,Is this in Palestine?,Yes and Israel,,/downloaded_images/img_1825.jpg
161.0,Mosque_of_al-Mahmudiya,Does it have a courtyard?,"Yes, courtyards.",,/downloaded_images/img_1823.jpg
161.0,Mosque_of_al-Mahmudiya,What is outside for water?,"Sabil, Khan",,/downloaded_images/img_1824.jpg
161.0,Mosque_of_al-Mahmudiya,Is it historically significant?,"Yes, central.",,/downloaded_images/img_1825.jpg
161.0,Mosque_of_al-Mahmudiya,What empire influenced it?,Ottoman Empire,,/downloaded_images/img_1823.jpg
161.0,Mosque_of_al-Mahmudiya,Is there a khan nearby?,"Yes, there is.",,/downloaded_images/img_1824.jpg
161.0,Mosque_of_al-Mahmudiya,Is access always guaranteed?,Access can vary.,,/downloaded_images/img_1825.jpg
162.0,Bibliotheca_Alexandrina_planetarium,What is this building's name?,Planetarium.,,/downloaded_images/img_1826.jpg
162.0,Bibliotheca_Alexandrina_planetarium,Where is this planetarium?,"Alexandria, Egypt",,/downloaded_images/img_1827.jpg
