,Index,Concept,Question,Answer
2275,317.0,Dra_Abu_el-Naga,What Cultural Category does the object in the image belong to,Famous Landmarks
2276,317.0,Dra_Abu_el-Naga,Where exactly located,
2277,317.0,Dra_Abu_el-Naga,When established,
2278,317.0,Dra_Abu_el-Naga,Who built it,
2279,317.0,Dra_Abu_el-Naga,Which ruler commissioned,
2280,317.0,Dra_Abu_el-Naga,Which architectural style,
2281,317.0,Dra_Abu_el-Naga,What original name,
2282,317.0,Dra_Abu_el-Naga,What primary material,
2283,317.0,Dra_Abu_el-Naga,What purpose served,
2284,318.0,Gilf_Kebir_Plateau,What Cultural Category does the object in the image belong to,Natural scenery and Ecosystem
2285,318.0,Gilf_Kebir_Plateau,Which landscape type,
2286,318.0,Gilf_Kebir_Plateau,Which biome present,
2287,318.0,Gilf_Kebir_Plateau,Which region located,
2288,318.0,Gilf_Kebir_Plateau,What season shown,
2289,318.0,Gilf_Kebir_Plateau,Which water body,
2290,318.0,Gilf_Kebir_Plateau,Which mountain range,
2291,318.0,Gilf_Kebir_Plateau,What vegetation type,
2292,318.0,Gilf_Kebir_Plateau,Which wildlife species,
2293,318.0,Gilf_Kebir_Plateau,What protection status,
2294,318.0,Gilf_Kebir_Plateau,Which ecological reserve,
2295,319.0,Green_Island_(Egypt),What Cultural Category does the object in the image belong to,Famous Landmarks
2296,319.0,Green_Island_(Egypt),Where exactly located,
2297,319.0,Green_Island_(Egypt),When established,
2298,319.0,Green_Island_(Egypt),Who built it,
2299,319.0,Green_Island_(Egypt),Which ruler commissioned,
2300,319.0,Green_Island_(Egypt),Which architectural style,
2301,319.0,Green_Island_(Egypt),What original name,
2302,319.0,Green_Island_(Egypt),What primary material,
2303,319.0,Green_Island_(Egypt),What purpose served,
2304,320.0,Heliopolis_Palace,What Cultural Category does the object in the image belong to,Famous Landmarks
2305,320.0,Heliopolis_Palace,Where exactly located,
2306,320.0,Heliopolis_Palace,When established,
2307,320.0,Heliopolis_Palace,Who built it,
2308,320.0,Heliopolis_Palace,Which ruler commissioned,
2309,320.0,Heliopolis_Palace,Which architectural style,
2310,320.0,Heliopolis_Palace,What original name,
2311,320.0,Heliopolis_Palace,What primary material,
2312,320.0,Heliopolis_Palace,What purpose served,
2313,321.0,EL-Safa_Park,What Cultural Category does the object in the image belong to,Natural scenery and Ecosystem
2314,321.0,EL-Safa_Park,Which landscape type,
2315,321.0,EL-Safa_Park,Which biome present,
2316,321.0,EL-Safa_Park,Which region located,
2317,321.0,EL-Safa_Park,What season shown,
2318,321.0,EL-Safa_Park,Which water body,
2319,321.0,EL-Safa_Park,Which mountain range,
2320,321.0,EL-Safa_Park,What vegetation type,
2321,321.0,EL-Safa_Park,Which wildlife species,
2322,321.0,EL-Safa_Park,What protection status,
2323,321.0,EL-Safa_Park,Which ecological reserve,
2324,322.0,Mosque_of_Qanibay_al-Muhammadi,What Cultural Category does the object in the image belong to,Famous Landmarks
2325,322.0,Mosque_of_Qanibay_al-Muhammadi,Where exactly located,
2326,322.0,Mosque_of_Qanibay_al-Muhammadi,When established,
2327,322.0,Mosque_of_Qanibay_al-Muhammadi,Who built it,
2328,322.0,Mosque_of_Qanibay_al-Muhammadi,Which ruler commissioned,
2329,322.0,Mosque_of_Qanibay_al-Muhammadi,Which architectural style,
2330,322.0,Mosque_of_Qanibay_al-Muhammadi,What original name,
2331,322.0,Mosque_of_Qanibay_al-Muhammadi,What primary material,
2332,322.0,Mosque_of_Qanibay_al-Muhammadi,What purpose served,
2333,323.0,Sha'b_Abu_el-Nuhas,What Cultural Category does the object in the image belong to,"I need the Wikipedia summary of ""Sha'b Abu el-Nuhas"" to categorize it. Please provide the summary."
2334,324.0,Pharaon_Island,What Cultural Category does the object in the image belong to,Famous Landmarks
2335,324.0,Pharaon_Island,Where exactly located,
2336,324.0,Pharaon_Island,When established,
2337,324.0,Pharaon_Island,Who built it,
2338,324.0,Pharaon_Island,Which ruler commissioned,
2339,324.0,Pharaon_Island,Which architectural style,
2340,324.0,Pharaon_Island,What original name,
2341,324.0,Pharaon_Island,What primary material,
2342,324.0,Pharaon_Island,What purpose served,
2343,325.0,White_Pyramid_of_Amenemhat_II,What Cultural Category does the object in the image belong to,Famous Landmarks
2344,325.0,White_Pyramid_of_Amenemhat_II,Where exactly located,
2345,325.0,White_Pyramid_of_Amenemhat_II,When established,
2346,325.0,White_Pyramid_of_Amenemhat_II,Who built it,
2347,325.0,White_Pyramid_of_Amenemhat_II,Which ruler commissioned,
2348,325.0,White_Pyramid_of_Amenemhat_II,Which architectural style,
2349,325.0,White_Pyramid_of_Amenemhat_II,What original name,
2350,325.0,White_Pyramid_of_Amenemhat_II,What primary material,
2351,325.0,White_Pyramid_of_Amenemhat_II,What purpose served,
2352,326.0,Umm_el-Qaab,What Cultural Category does the object in the image belong to,Famous Landmarks
2353,326.0,Umm_el-Qaab,Where exactly located,
2354,326.0,Umm_el-Qaab,When established,
2355,326.0,Umm_el-Qaab,Who built it,
2356,326.0,Umm_el-Qaab,Which ruler commissioned,
2357,326.0,Umm_el-Qaab,Which architectural style,
2358,326.0,Umm_el-Qaab,What original name,
2359,326.0,Umm_el-Qaab,What primary material,
2360,326.0,Umm_el-Qaab,What purpose served,
2361,327.0,Dream_Park,What Cultural Category does the object in the image belong to,Historical Artifacts
2362,327.0,Dream_Park,What object type,
2363,327.0,Dream_Park,Which era dates,
2364,327.0,Dream_Park,Which civilization made,
2365,327.0,Dream_Park,What material crafted,
2366,327.0,Dream_Park,Which purpose served,
2367,327.0,Dream_Park,What inscription reads,
2368,327.0,Dream_Park,What decorative motif,
2369,327.0,Dream_Park,Which museum houses,
2370,327.0,Dream_Park,When discovered,
2371,327.0,Dream_Park,What condition status,
2372,328.0,Sha'ar_Hashamayim_Synagogue_(Cairo),What Cultural Category does the object in the image belong to,Religion and belief
2373,328.0,Sha'ar_Hashamayim_Synagogue_(Cairo),Which religion represented,
2374,328.0,Sha'ar_Hashamayim_Synagogue_(Cairo),Which deity worshipped,
2375,328.0,Sha'ar_Hashamayim_Synagogue_(Cairo),What ritual performed,
2376,328.0,Sha'ar_Hashamayim_Synagogue_(Cairo),Which ceremony type,
2377,328.0,Sha'ar_Hashamayim_Synagogue_(Cairo),What offering present,
2378,328.0,Sha'ar_Hashamayim_Synagogue_(Cairo),Which religious symbol,
2379,328.0,Sha'ar_Hashamayim_Synagogue_(Cairo),What scripture shown,
2380,328.0,Sha'ar_Hashamayim_Synagogue_(Cairo),Which holy place,
2381,328.0,Sha'ar_Hashamayim_Synagogue_(Cairo),What architectural style,
2382,328.0,Sha'ar_Hashamayim_Synagogue_(Cairo),Which festival shown,
2383,329.0,Gidi_Pass,What Cultural Category does the object in the image belong to,Famous Landmarks
2384,329.0,Gidi_Pass,Where exactly located,
2385,329.0,Gidi_Pass,When established,
2386,329.0,Gidi_Pass,Who built it,
2387,329.0,Gidi_Pass,Which ruler commissioned,
2388,329.0,Gidi_Pass,Which architectural style,
2389,329.0,Gidi_Pass,What original name,
2390,329.0,Gidi_Pass,What primary material,
2391,329.0,Gidi_Pass,What purpose served,
2392,330.0,Desouk_Stadium,What Cultural Category does the object in the image belong to,Famous Landmarks
2393,330.0,Desouk_Stadium,Where exactly located,
2394,330.0,Desouk_Stadium,When established,
2395,330.0,Desouk_Stadium,Who built it,
2396,330.0,Desouk_Stadium,Which ruler commissioned,
2397,330.0,Desouk_Stadium,Which architectural style,
2398,330.0,Desouk_Stadium,What original name,
2399,330.0,Desouk_Stadium,What primary material,
2400,330.0,Desouk_Stadium,What purpose served,
2401,331.0,Medinet_Madi,What Cultural Category does the object in the image belong to,Famous Landmarks
2402,331.0,Medinet_Madi,Where exactly located,
2403,331.0,Medinet_Madi,When established,
2404,331.0,Medinet_Madi,Who built it,
2405,331.0,Medinet_Madi,Which ruler commissioned,
2406,331.0,Medinet_Madi,Which architectural style,
2407,331.0,Medinet_Madi,What original name,
2408,331.0,Medinet_Madi,What primary material,
2409,331.0,Medinet_Madi,What purpose served,
2410,332.0,Pyramid_of_Neferefre,What Cultural Category does the object in the image belong to,Famous Landmarks
2411,332.0,Pyramid_of_Neferefre,Where exactly located,
2412,332.0,Pyramid_of_Neferefre,When established,
2413,332.0,Pyramid_of_Neferefre,Who built it,
2414,332.0,Pyramid_of_Neferefre,Which ruler commissioned,
2415,332.0,Pyramid_of_Neferefre,Which architectural style,
2416,332.0,Pyramid_of_Neferefre,What original name,
2417,332.0,Pyramid_of_Neferefre,What primary material,
2418,332.0,Pyramid_of_Neferefre,What purpose served,
2419,333.0,Bahr_Yousef_canal,What Cultural Category does the object in the image belong to,Famous Landmarks
2420,333.0,Bahr_Yousef_canal,Where exactly located,
2421,333.0,Bahr_Yousef_canal,When established,
2422,333.0,Bahr_Yousef_canal,Who built it,
2423,333.0,Bahr_Yousef_canal,Which ruler commissioned,
2424,333.0,Bahr_Yousef_canal,Which architectural style,
2425,333.0,Bahr_Yousef_canal,What original name,
2426,333.0,Bahr_Yousef_canal,What primary material,
2427,333.0,Bahr_Yousef_canal,What purpose served,
2428,334.0,Abu_Qir_Bay,What Cultural Category does the object in the image belong to,Famous Landmarks
2429,334.0,Abu_Qir_Bay,Where exactly located,
2430,334.0,Abu_Qir_Bay,When established,
2431,334.0,Abu_Qir_Bay,Who built it,
2432,334.0,Abu_Qir_Bay,Which ruler commissioned,
2433,334.0,Abu_Qir_Bay,Which architectural style,
2434,334.0,Abu_Qir_Bay,What original name,
2435,334.0,Abu_Qir_Bay,What primary material,
2436,334.0,Abu_Qir_Bay,What purpose served,
2437,335.0,Al-Sayeda_Zainab_Mosque,What Cultural Category does the object in the image belong to,Religion and belief
2438,335.0,Al-Sayeda_Zainab_Mosque,Which religion represented,
2439,335.0,Al-Sayeda_Zainab_Mosque,Which deity worshipped,
2440,335.0,Al-Sayeda_Zainab_Mosque,What ritual performed,
2441,335.0,Al-Sayeda_Zainab_Mosque,Which ceremony type,
2442,335.0,Al-Sayeda_Zainab_Mosque,What offering present,
2443,335.0,Al-Sayeda_Zainab_Mosque,Which religious symbol,
2444,335.0,Al-Sayeda_Zainab_Mosque,What scripture shown,
2445,335.0,Al-Sayeda_Zainab_Mosque,Which holy place,
2446,335.0,Al-Sayeda_Zainab_Mosque,What architectural style,
2447,335.0,Al-Sayeda_Zainab_Mosque,Which festival shown,
2448,336.0,Al_Fattah_Al_Alim_Mosque_(Cairo),What Cultural Category does the object in the image belong to,Religion and belief
2449,336.0,Al_Fattah_Al_Alim_Mosque_(Cairo),Which religion represented,
2450,336.0,Al_Fattah_Al_Alim_Mosque_(Cairo),Which deity worshipped,
2451,336.0,Al_Fattah_Al_Alim_Mosque_(Cairo),What ritual performed,
2452,336.0,Al_Fattah_Al_Alim_Mosque_(Cairo),Which ceremony type,
2453,336.0,Al_Fattah_Al_Alim_Mosque_(Cairo),What offering present,
2454,336.0,Al_Fattah_Al_Alim_Mosque_(Cairo),Which religious symbol,
2455,336.0,Al_Fattah_Al_Alim_Mosque_(Cairo),What scripture shown,
2456,336.0,Al_Fattah_Al_Alim_Mosque_(Cairo),Which holy place,
2457,336.0,Al_Fattah_Al_Alim_Mosque_(Cairo),What architectural style,
2458,336.0,Al_Fattah_Al_Alim_Mosque_(Cairo),Which festival shown,
2459,337.0,Sayeda_Aisha_Mosque,What Cultural Category does the object in the image belong to,Religion and belief
2460,337.0,Sayeda_Aisha_Mosque,Which religion represented,
2461,337.0,Sayeda_Aisha_Mosque,Which deity worshipped,
2462,337.0,Sayeda_Aisha_Mosque,What ritual performed,
2463,337.0,Sayeda_Aisha_Mosque,Which ceremony type,
2464,337.0,Sayeda_Aisha_Mosque,What offering present,
2465,337.0,Sayeda_Aisha_Mosque,Which religious symbol,
2466,337.0,Sayeda_Aisha_Mosque,What scripture shown,
2467,337.0,Sayeda_Aisha_Mosque,Which holy place,
2468,337.0,Sayeda_Aisha_Mosque,What architectural style,
2469,337.0,Sayeda_Aisha_Mosque,Which festival shown,
2470,338.0,Port_Tewfik_Memorial,What Cultural Category does the object in the image belong to,Famous Landmarks
2471,338.0,Port_Tewfik_Memorial,Where exactly located,
2472,338.0,Port_Tewfik_Memorial,When established,
2473,338.0,Port_Tewfik_Memorial,Who built it,
2474,338.0,Port_Tewfik_Memorial,Which ruler commissioned,
2475,338.0,Port_Tewfik_Memorial,Which architectural style,
2476,338.0,Port_Tewfik_Memorial,What original name,
2477,338.0,Port_Tewfik_Memorial,What primary material,
2478,338.0,Port_Tewfik_Memorial,What purpose served,
2479,339.0,Attarine_Mosque,What Cultural Category does the object in the image belong to,Famous Landmarks
2480,339.0,Attarine_Mosque,Where exactly located,
2481,339.0,Attarine_Mosque,When established,
2482,339.0,Attarine_Mosque,Who built it,
2483,339.0,Attarine_Mosque,Which ruler commissioned,
2484,339.0,Attarine_Mosque,Which architectural style,
2485,339.0,Attarine_Mosque,What original name,
2486,339.0,Attarine_Mosque,What primary material,
2487,339.0,Attarine_Mosque,What purpose served,
2488,340.0,Mosque_of_Sultan_Abu_al-Ila,What Cultural Category does the object in the image belong to,Religion and belief
2489,340.0,Mosque_of_Sultan_Abu_al-Ila,Which religion represented,
2490,340.0,Mosque_of_Sultan_Abu_al-Ila,Which deity worshipped,
2491,340.0,Mosque_of_Sultan_Abu_al-Ila,What ritual performed,
2492,340.0,Mosque_of_Sultan_Abu_al-Ila,Which ceremony type,
2493,340.0,Mosque_of_Sultan_Abu_al-Ila,What offering present,
2494,340.0,Mosque_of_Sultan_Abu_al-Ila,Which religious symbol,
2495,340.0,Mosque_of_Sultan_Abu_al-Ila,What scripture shown,
2496,340.0,Mosque_of_Sultan_Abu_al-Ila,Which holy place,
2497,340.0,Mosque_of_Sultan_Abu_al-Ila,What architectural style,
2498,340.0,Mosque_of_Sultan_Abu_al-Ila,Which festival shown,
2499,341.0,Al-Fath_Mosque,What Cultural Category does the object in the image belong to,Famous Landmarks
2500,341.0,Al-Fath_Mosque,Where exactly located,
2501,341.0,Al-Fath_Mosque,When established,
2502,341.0,Al-Fath_Mosque,Who built it,
2503,341.0,Al-Fath_Mosque,Which ruler commissioned,
2504,341.0,Al-Fath_Mosque,Which architectural style,
2505,341.0,Al-Fath_Mosque,What original name,
2506,341.0,Al-Fath_Mosque,What primary material,
2507,341.0,Al-Fath_Mosque,What purpose served,
2508,342.0,Gezira_Center_for_Modern_Art,What Cultural Category does the object in the image belong to,Historical Artifacts
2509,342.0,Gezira_Center_for_Modern_Art,What object type,
2510,342.0,Gezira_Center_for_Modern_Art,Which era dates,
2511,342.0,Gezira_Center_for_Modern_Art,Which civilization made,
2512,342.0,Gezira_Center_for_Modern_Art,What material crafted,
2513,342.0,Gezira_Center_for_Modern_Art,Which purpose served,
2514,342.0,Gezira_Center_for_Modern_Art,What inscription reads,
2515,342.0,Gezira_Center_for_Modern_Art,What decorative motif,
2516,342.0,Gezira_Center_for_Modern_Art,Which museum houses,
2517,342.0,Gezira_Center_for_Modern_Art,When discovered,
2518,342.0,Gezira_Center_for_Modern_Art,What condition status,
2519,343.0,Pyramid_of_Seila,What Cultural Category does the object in the image belong to,Famous Landmarks
2520,343.0,Pyramid_of_Seila,Where exactly located,
2521,343.0,Pyramid_of_Seila,When established,
2522,343.0,Pyramid_of_Seila,Who built it,
2523,343.0,Pyramid_of_Seila,Which ruler commissioned,
2524,343.0,Pyramid_of_Seila,Which architectural style,
2525,343.0,Pyramid_of_Seila,What original name,
2526,343.0,Pyramid_of_Seila,What primary material,
2527,343.0,Pyramid_of_Seila,What purpose served,
2528,344.0,Amada,What Cultural Category does the object in the image belong to,Famous Landmarks
2529,344.0,Amada,Where exactly located,
2530,344.0,Amada,When established,
2531,344.0,Amada,Who built it,
2532,344.0,Amada,Which ruler commissioned,
2533,344.0,Amada,Which architectural style,
2534,344.0,Amada,What original name,
2535,344.0,Amada,What primary material,
2536,344.0,Amada,What purpose served,
2537,345.0,Koubbeh_Palace,What Cultural Category does the object in the image belong to,Famous Landmarks
2538,345.0,Koubbeh_Palace,Where exactly located,
2539,345.0,Koubbeh_Palace,When established,
2540,345.0,Koubbeh_Palace,Who built it,
2541,345.0,Koubbeh_Palace,Which ruler commissioned,
2542,345.0,Koubbeh_Palace,Which architectural style,
2543,345.0,Koubbeh_Palace,What original name,
2544,345.0,Koubbeh_Palace,What primary material,
2545,345.0,Koubbeh_Palace,What purpose served,
2546,346.0,Relations_of_Egypt_and_Italy,What Cultural Category does the object in the image belong to,"Unable to categorize, as the provided Wikipedia summary is empty."
2547,347.0,Sohag_Stadium,What Cultural Category does the object in the image belong to,Famous Landmarks
2548,347.0,Sohag_Stadium,Where exactly located,
2549,347.0,Sohag_Stadium,When established,
2550,347.0,Sohag_Stadium,Who built it,
2551,347.0,Sohag_Stadium,Which ruler commissioned,
2552,347.0,Sohag_Stadium,Which architectural style,
2553,347.0,Sohag_Stadium,What original name,
2554,347.0,Sohag_Stadium,What primary material,
2555,347.0,Sohag_Stadium,What purpose served,
2556,348.0,Userkaf_sun_temple,What Cultural Category does the object in the image belong to,Famous Landmarks
2557,348.0,Userkaf_sun_temple,Where exactly located,
2558,348.0,Userkaf_sun_temple,When established,
2559,348.0,Userkaf_sun_temple,Who built it,
2560,348.0,Userkaf_sun_temple,Which ruler commissioned,
2561,348.0,Userkaf_sun_temple,Which architectural style,
2562,348.0,Userkaf_sun_temple,What original name,
2563,348.0,Userkaf_sun_temple,What primary material,
2564,348.0,Userkaf_sun_temple,What purpose served,
2565,349.0,Ras_el-Tin_Palace,What Cultural Category does the object in the image belong to,Famous Landmarks
2566,349.0,Ras_el-Tin_Palace,Where exactly located,
2567,349.0,Ras_el-Tin_Palace,When established,
2568,349.0,Ras_el-Tin_Palace,Who built it,
2569,349.0,Ras_el-Tin_Palace,Which ruler commissioned,
2570,349.0,Ras_el-Tin_Palace,Which architectural style,
2571,349.0,Ras_el-Tin_Palace,What original name,
2572,349.0,Ras_el-Tin_Palace,What primary material,
2573,349.0,Ras_el-Tin_Palace,What purpose served,
2574,350.0,"Tirbana_mosque,_Alexandria",What Cultural Category does the object in the image belong to,Religion and belief
2575,350.0,"Tirbana_mosque,_Alexandria",Which religion represented,
2576,350.0,"Tirbana_mosque,_Alexandria",Which deity worshipped,
2577,350.0,"Tirbana_mosque,_Alexandria",What ritual performed,
2578,350.0,"Tirbana_mosque,_Alexandria",Which ceremony type,
2579,350.0,"Tirbana_mosque,_Alexandria",What offering present,
2580,350.0,"Tirbana_mosque,_Alexandria",Which religious symbol,
2581,350.0,"Tirbana_mosque,_Alexandria",What scripture shown,
2582,350.0,"Tirbana_mosque,_Alexandria",Which holy place,
2583,350.0,"Tirbana_mosque,_Alexandria",What architectural style,
2584,350.0,"Tirbana_mosque,_Alexandria",Which festival shown,
2585,351.0,Abu_Ghurab,What Cultural Category does the object in the image belong to,Famous Landmarks
2586,351.0,Abu_Ghurab,Where exactly located,
2587,351.0,Abu_Ghurab,When established,
2588,351.0,Abu_Ghurab,Who built it,
2589,351.0,Abu_Ghurab,Which ruler commissioned,
2590,351.0,Abu_Ghurab,Which architectural style,
2591,351.0,Abu_Ghurab,What original name,
2592,351.0,Abu_Ghurab,What primary material,
2593,351.0,Abu_Ghurab,What purpose served,
